Time Lapsed (s), Asteroids in Universe, Total Mass (kg), Average Mass (kg), Most Massive (kg), Average Radius (km), Largest Radius (km)
662,59,18037.62,305.7223,2158.269,136.3812,312.4661
663,59,18070.07,306.2723,2158.819,136.6161,312.4922
664,59,18102.51,306.8222,2159.37,136.8485,312.5184
665,59,18136.13,307.3921,2159.94,137.0865,312.5455
666,59,18167.4,307.9221,2160.471,137.3056,312.5707
667,59,18199.25,308.4619,2161.011,137.5265,312.5964
668,59,18233.48,309.042,2161.592,137.7615,312.624
669,59,18275.8,309.7594,2162.142,137.1937,312.6502
670,59,18310.61,310.3493,2162.733,137.4412,312.6783
671,59,18352.29,311.0557,2163.273,137.6234,312.7039
672,59,18379.43,311.5158,2163.734,137.8156,312.7258
673,59,18413.06,312.0858,2164.304,138.0512,312.7529
674,59,18446.11,312.6458,2164.865,138.2801,312.7796
675,59,18477.98,313.1862,2165.406,138.4985,312.8053
676,59,18520.84,313.9125,2165.966,138.2679,312.8319
677,59,18553.3,314.4626,2166.517,138.4955,312.8581
678,59,18604.93,315.3379,2167.057,137.7118,312.8838
679,58,18569.49,320.1637,2167.598,138.6427,312.9095
680,59,18610.72,315.436,2168.128,137.4165,312.9347
681,59,18643.15,315.9857,2168.679,137.6651,312.9608
682,59,18676.19,316.5456,2169.239,137.9146,312.9875
683,59,18709.22,317.1055,2169.8,138.1608,313.0141
684,59,18751.61,317.8239,2170.35,138.1973,313.0403
685,59,18783.47,318.3639,2170.891,138.436,313.0659
686,59,18816.51,318.9238,2171.451,138.6804,313.0926
687,59,18848.97,319.4741,2172.002,138.9173,313.1188
688,59,18879.65,319.994,2172.522,139.1385,313.1435
689,59,18909.74,320.5041,2173.033,139.3531,313.1678
690,59,18928.3,320.8186,2173.533,139.3187,313.1916
691,59,18963.1,321.4085,2174.124,139.5677,313.2196
692,59,18997.33,321.9886,2174.705,139.8095,313.2472
693,59,19029.79,322.5387,2175.255,140.036,313.2734
694,59,19061.04,323.0685,2175.786,140.2519,313.2986
695,59,19092.9,323.6086,2176.326,140.4696,313.3243
696,59,19127.13,324.1886,2176.907,140.701,313.3519
697,59,19159.58,324.7386,2177.457,140.9181,313.3781
698,59,19190.85,325.2687,2177.988,141.1254,313.4033
699,59,19220.35,325.7687,2178.488,141.3191,313.427
