Time Lapsed (s), Asteroids in Universe, Total Mass (kg), Average Mass (kg), Most Massive (kg), Average Radius (km), Largest Radius (km)
1,1,1,1,1,51.96152,51.96152
2,3,120.0622,40.02073,69.9632,79.43076,99.50358
3,6,420.0318,70.0053,129.9632,96.21664,122.3176
4,9,917.9905,101.9989,189.9632,109.2291,138.8158
5,13,1630.002,125.3848,249.9632,115.2847,152.1158
6,16,2530.099,158.1312,309.963,125.0233,163.4252
7,19,3611.01,190.0532,368.963,133.2207,173.1982
8,23,4922.973,214.0423,428.9629,137.2912,182.1191
9,26,6344.835,244.0321,485.9629,143.6509,189.8527
10,29,8042.872,277.3404,545.9628,150.4727,197.3651
11,33,9954.823,301.6613,605.9627,153.6798,204.3452
12,35,11979,342.2572,665.9626,161.2151,210.8786
13,38,14217.04,374.1327,725.9625,166.1051,217.0303
14,42,16668.95,396.8798,785.9626,168.2313,222.8518
15,44,18570.9,422.066,845.9625,171.9943,228.3843
16,45,20806.79,462.373,905.9626,177.5582,233.6607
17,48,23000.81,479.1836,965.9621,178.4291,238.7091
18,50,25582.84,511.6568,1025.962,182.5813,243.5525
19,50,26379.65,527.5931,1084.963,184.2935,248.1344
20,53,28927.64,545.8046,1143.962,185.3006,252.5532
21,54,31146.78,576.7922,1203.963,189.0086,256.8936
22,54,32092.83,594.3116,1263.962,190.9485,261.0919
23,58,35504.71,612.1501,1323.962,192.0581,265.1595
24,59,37981.7,643.7576,1382.962,196.5347,269.0409
25,59,41306.65,700.1127,1442.962,203.9584,272.877
26,59,44846.64,760.1126,1502.961,211.8302,276.6081
27,59,45844.6,777.0271,1562.962,212.7748,280.2411
28,59,49384.6,837.0272,1622.962,219.8943,283.7823
29,59,52924.59,897.0269,1682.962,226.2626,287.2371
30,57,53115.81,931.8564,1741.962,227.2783,290.5551
31,59,56645.77,960.0978,1801.961,228.9116,293.8534
32,58,59416.78,1024.427,1861.961,235.5253,297.0791
33,59,62954.7,1067.029,1921.961,238.7157,300.2363
34,59,66491.65,1126.977,2356.015,242.6326,321.4573
35,58,67487.79,1163.583,2545.991,242.7543,329.9873
36,59,70684.65,1198.045,2605.991,244.6369,332.5597
37,58,71453.68,1231.96,2665.992,246.9209,335.0929
38,59,75003.73,1271.25,2725.993,250.1484,337.5881
39,59,78543.73,1331.25,2785.992,255.6267,340.0473
40,59,82083.74,1391.25,2845.993,260.6228,342.4716
41,59,81995.71,1389.758,3462.961,255.4837,364.7941
42,59,83150.64,1409.333,3522.958,255.9148,366.8891
43,59,86690.65,1469.333,3582.958,261.8657,368.9605
44,58,87460.42,1507.938,3641.956,262.1101,370.9748
45,59,89562.31,1518.005,3701.956,261.3435,373.0013
46,57,91556.46,1606.254,3761.955,269.5571,375.0057
47,58,92770.32,1599.488,3820.955,263.9205,376.9562
48,58,92646.15,1597.347,3880.957,262.6794,378.9192
49,59,96190.06,1630.34,3940.956,265.8495,380.8622
50,59,99664.17,1689.223,6501.907,268.1446,450.0366
51,59,94546.15,1602.477,4100.09,261.5665,385.2326
52,56,95986.04,1714.036,4160.089,269.8495,387.4793
53,59,97278.07,1648.781,4220.089,261.3177,389.3487
54,59,100818.1,1708.781,4280.09,267.8591,391.2003
55,58,104060.1,1794.14,4340.09,275.2291,393.0346
56,56,104334.1,1863.108,7197.079,278.8818,464.7057
57,54,104890.1,1942.409,10114.03,282.2423,520.5161
58,54,108130.1,2002.409,10174.04,286.5663,521.5424
59,52,110894,2132.577,10234.03,294.9021,522.5663
60,52,114014,2192.577,10294.04,298.6804,523.5858
61,52,117134,2252.577,10354.04,302.3106,524.6002
62,52,120254,2312.577,10414.04,305.8112,525.6126
63,49,119636,2441.55,10474.04,311.0205,526.6201
64,49,122576,2501.55,10534.04,314.2867,527.6232
65,49,125516,2561.551,10594.04,317.4599,528.6234
66,48,128431,2675.645,11800.95,322.2954,547.9804
67,48,131311,2735.645,11860.95,325.2777,548.9077
68,47,132164,2811.999,11920.95,328.6816,549.8313
69,46,133622,2904.827,11979.96,332.9272,550.7364
70,45,136363,3030.29,12039.96,337.8369,551.6547
71,44,135029.1,3068.843,12099.96,339.5131,552.5702
72,44,137669.1,3128.844,12159.96,342.1537,553.4821
73,43,140290.1,3262.561,12219.96,347.5773,554.3904
74,41,135564.1,3306.442,12279.96,349.1815,555.2955
75,41,137983.2,3365.443,12338.96,351.6165,556.184
76,41,140443.1,3425.442,12398.96,354.0511,557.0851
77,39,141160.2,3619.493,12458.97,361.1602,557.9825
78,39,143500.2,3679.493,12518.96,363.4567,558.8765
79,39,145840.2,3739.492,12578.96,365.7185,559.7672
80,39,148141.2,3798.493,12637.96,367.9104,560.6403
81,38,148233.3,3900.876,12697.96,371.5173,561.5268
82,37,150489.3,4067.278,12757.96,375.9841,562.4106
83,37,152709.3,4127.278,12817.97,378.0941,563.2912
84,37,154929.3,4187.278,12877.97,380.1766,564.1686
85,37,157149.3,4247.279,12937.97,382.2325,565.0428
86,36,157359.3,4371.091,12997.97,386.49,565.9139
87,36,159519.3,4431.091,13057.96,388.4677,566.7833
88,35,161633.2,4618.092,16421.87,392.4987,611.7867
89,35,163733.2,4678.092,16481.87,394.4215,612.532
90,35,165833.3,4738.093,16541.87,396.3229,613.2749
91,33,167878.2,5087.219,16601.87,404.8273,614.0167
92,33,169858.3,5147.22,16661.86,406.6476,614.7556
93,33,171805.3,5206.22,16720.86,408.4192,615.4808
94,33,173785.2,5266.219,16780.86,410.2023,616.2166
95,32,175725.2,5491.414,16840.86,416.6676,616.95
96,32,177645.2,5551.413,16900.86,418.373,617.6823
97,32,179565.2,5611.412,16960.86,420.0623,618.4117
98,32,181485.2,5671.412,17020.86,421.7361,619.14
99,32,183405.2,5731.412,17080.86,423.3948,619.8663
100,32,185325.2,5791.412,17140.86,425.0386,620.5906
101,32,187245.2,5851.411,17200.86,426.668,621.3137
102,32,189165.2,5911.411,17260.85,428.2833,622.0339
103,32,191085.2,5971.411,17320.85,429.8849,622.7535
104,32,193005.1,6031.411,17380.85,431.473,623.4703
105,32,194925.2,6091.412,17440.85,433.0479,624.1868
106,31,196837.1,6349.584,17500.85,438.524,624.9003
107,30,191840.2,6394.673,17560.85,439.4195,625.6139
108,30,193640.2,6454.672,17620.85,440.945,626.3254
109,30,195440.2,6514.673,17680.84,442.4586,627.0349
110,30,197180.2,6572.673,17738.85,443.9105,627.7208
111,29,198947.2,6860.249,17798.85,449.1826,628.4266
112,27,180852.2,6698.231,17858.85,446.191,629.1338
113,27,182472.2,6758.231,17918.85,447.6711,629.8368
114,27,184092.2,6818.23,17978.85,449.1404,630.5409
115,26,185668.2,7141.085,18038.85,455.5551,631.2411
116,26,187228.2,7201.085,18098.85,456.98,631.942
117,25,188750.3,7550.01,18158.85,464.6653,632.6394
118,25,190250.2,7610.009,18218.85,466.0322,633.337
119,25,191750.3,7670.01,18278.85,467.3898,634.0316
120,25,193250.3,7730.01,18338.84,468.7387,634.726
121,25,194750.3,7790.011,18398.84,470.0787,635.4174
122,24,196243.3,8176.803,18458.84,477.2804,636.1086
123,23,197679.3,8594.751,18518.84,485.376,636.7969
124,23,199059.3,8654.751,18578.84,486.6326,637.4851
125,22,196074.3,8912.469,18638.84,492.1059,638.1702
126,22,197394.3,8972.468,18698.84,493.3222,638.8552
127,20,181686.6,9084.328,18758.84,495.9453,639.5374
128,20,182866.6,9143.329,18817.84,497.1164,640.2078
129,20,184066.6,9203.328,18877.84,498.3008,640.8872
130,19,185252.5,9750.133,24545.04,504.101,701.443
131,19,186392.5,9810.133,24605.05,505.2691,702.0139
132,19,187532.5,9870.133,24665.04,506.431,702.5847
133,19,188672.5,9930.133,24725.05,507.5865,703.1523
134,19,189812.5,9990.133,24785.06,508.7363,703.7201
135,18,190943.5,10607.97,24845.06,518.9724,704.2878
136,18,192023.5,10667.97,24905.06,520.0761,704.8531
137,18,193103.6,10727.98,24965.06,521.1747,705.4176
138,18,194183.6,10787.98,25025.06,522.2678,705.9821
139,17,195210.6,11482.98,25085.08,533.612,706.5463
140,17,196230.6,11542.97,25145.06,534.6534,707.1076
141,17,197250.5,11602.97,25205.05,535.6901,707.669
142,17,198270.5,11662.97,25265.04,536.7223,708.2303
143,17,199290.5,11722.97,25325.04,537.7499,708.7906
144,17,200310.5,11782.97,25385.07,538.7731,709.3488
145,17,201313.5,11841.97,25444.05,539.7748,709.8977
146,17,202333.5,11901.97,25504.05,540.7894,710.4559
147,16,203294.5,12705.91,26775.11,549.4343,722.7505
148,16,204254.6,12765.91,26835.11,550.4285,723.2897
149,16,205214.5,12825.91,26895.1,551.4184,723.8289
150,16,206174.5,12885.91,26955.08,552.4041,724.368
151,16,207134.5,12945.91,27015.11,553.3857,724.9072
152,16,208094.4,13005.9,27075.07,554.3628,725.4406
153,16,209054.5,13065.9,27135.07,555.3362,725.9765
154,16,210014.5,13125.91,27195.09,556.3059,726.5125
155,16,210974.5,13185.9,27255.06,557.2715,727.0485
156,15,204060.5,13604.03,27315.06,563.4989,727.5807
157,15,204960.5,13664.03,27375.07,564.4394,728.1104
158,15,205860.4,13724.03,27435.04,565.3765,728.643
159,15,206760.4,13784.03,27495.03,566.3099,729.1758
160,15,207660.5,13844.03,27555.05,567.2399,729.7079
161,15,208560.4,13904.03,27615.01,568.166,730.2344
162,15,209445.4,13963.02,27674,569.0731,730.7521
163,15,210345.4,14023.03,27734.03,569.9927,731.2805
164,14,200995.4,14356.82,27794,574.3051,731.8101
165,14,201835.4,14416.82,27854,575.21,732.3365
166,14,202675.5,14476.82,27914.02,576.1115,732.8598
167,14,203515.5,14536.82,27974,577.0098,733.3831
168,14,204355.4,14596.82,28034,577.9045,733.9068
169,13,205172.5,15782.5,36193.98,590.0381,798.3921
170,13,205952.4,15842.49,36253.98,590.9039,798.8329
171,13,206732.4,15902.49,36313.98,591.767,799.2737
172,13,207512.4,15962.49,36373.98,592.627,799.7146
173,13,208292.5,16022.5,36433.98,593.4841,800.1554
174,13,209072.5,16082.5,36493.98,594.3384,800.5963
175,12,209832.5,17486.04,36554.01,606.4785,801.0369
176,12,210552.5,17546.04,36613.98,607.313,801.4714
177,12,211272.5,17606.04,36673.98,608.145,801.9059
178,12,211992.5,17666.04,36733.98,608.9747,802.3412
179,12,212700.5,17725.04,36792.98,609.788,802.7716
180,12,213420.5,17785.04,36852.98,610.6125,803.2093
181,12,214140.5,17845.04,36912.97,611.4341,803.647
182,12,214860.5,17905.04,36972.97,612.2529,804.0846
183,12,215580.5,17965.04,37033,613.0689,804.5223
184,12,216300.5,18025.04,37092.97,613.8817,804.9539
185,11,194785.6,17707.78,37152.97,609.0465,805.3853
186,11,195445.6,17767.78,37212.97,609.8721,805.8165
187,11,196105.7,17827.79,37272.97,610.6959,806.2479
188,11,196765.7,17887.79,37332.97,611.5173,806.6792
189,11,197425.7,17947.79,37392.97,612.336,807.1113
190,9,160575.7,17841.74,38578.91,611.0881,816.3234
191,9,161115.7,17901.74,38638.89,611.9027,816.7452
192,9,161655.7,17961.74,38698.89,612.7145,817.1669
193,9,162195.7,18021.75,38758.9,613.5241,817.5887
194,9,162735.7,18081.75,38818.89,614.331,818.0106
195,9,163275.7,18141.75,38878.89,615.1356,818.4324
196,9,163815.7,18201.75,38938.9,615.9377,818.8542
197,9,164346.7,18260.75,38997.89,616.7244,819.269
198,8,155698.8,19462.35,39057.89,631.3638,819.6908
199,8,156178.8,19522.36,39117.91,632.1201,820.1115
200,8,156650.8,19581.35,39176.89,632.8613,820.5201
201,8,157130.8,19641.35,39236.89,633.6135,820.9355
202,7,142579,20368.42,39296.93,639.871,821.3518
203,7,142998.9,20428.42,39356.89,640.6131,821.7704
204,7,143418.9,20488.42,39416.89,641.3536,822.1891
205,7,143839,20548.42,39476.94,642.0914,822.6077
206,7,144258.9,20608.41,39536.88,642.8275,823.0264
207,7,144678.9,20668.42,39596.88,643.5615,823.445
208,7,145099,20728.42,39656.92,644.2936,823.8636
209,7,145518.9,20788.42,39716.88,645.0233,824.2766
210,7,145938.9,20848.42,39776.88,645.751,824.6888
211,7,146358.9,20908.42,39836.89,646.477,825.1011
212,7,146778.9,20968.42,39896.88,647.201,825.5134
213,7,147198.9,21028.42,39956.88,647.9227,825.9257
214,7,147611.9,21087.42,40015.88,648.6299,826.3312
215,7,148031.9,21147.42,40075.88,649.3484,826.7443
216,7,148451.9,21207.42,40135.88,650.0657,827.1597
217,7,148871.9,21267.42,40195.88,650.7809,827.5752
218,7,149291.9,21327.42,40255.88,651.4942,827.9883
219,7,149711.9,21387.42,40315.88,652.2051,828.3975
220,7,150131.9,21447.42,40375.88,652.9149,828.8066
221,7,150551.9,21507.42,40435.93,653.622,829.2157
222,7,150971.9,21567.42,40495.89,654.3268,829.6248
223,7,151391.9,21627.42,40555.89,655.0298,830.0339
224,7,151811.9,21687.42,40615.93,655.7313,830.4431
