Time Lapsed (s), Asteroids in Universe, Total Mass (kg), Average Mass (kg), Most Massive (kg), Average Radius (km), Largest Radius (km)
534,3,179997.8,59999.27,59999.63,943.5164,944.9191
535,3,179997.8,59999.27,59999.63,943.5164,944.9191
536,3,179997.8,59999.27,59999.63,943.5164,944.9191
537,3,179997.8,59999.27,59999.63,943.5164,944.9191
538,3,179997.8,59999.27,59999.63,943.5164,944.9191
539,3,179997.8,59999.27,59999.63,943.5164,944.9191
540,3,179997.8,59999.27,59999.63,943.5164,944.9191
541,3,179997.8,59999.27,59999.63,943.5164,944.9191
542,3,179997.8,59999.27,59999.63,943.5164,944.9191
543,3,179997.8,59999.27,59999.63,943.5164,944.9191
544,3,179997.8,59999.27,59999.63,943.5164,944.9191
545,3,179997.8,59999.27,59999.63,943.5164,944.9191
546,3,179997.8,59999.27,59999.63,943.5164,944.9191
547,3,179997.8,59999.27,59999.63,943.5164,944.9191
548,3,179997.8,59999.27,59999.63,943.5164,944.9191
549,3,179997.8,59999.27,59999.63,943.5164,944.9191
550,3,179997.8,59999.27,59999.63,943.5164,944.9191
551,3,179997.8,59999.27,59999.63,943.5164,944.9191
552,3,179997.8,59999.27,59999.63,943.5164,944.9191
553,3,179997.8,59999.27,59999.63,943.5164,944.9191
554,3,179997.8,59999.27,59999.63,943.5164,944.9191
555,3,179997.8,59999.27,59999.63,943.5164,944.9191
556,3,179997.8,59999.27,59999.63,943.5164,944.9191
557,3,179997.8,59999.27,59999.63,943.5164,944.9191
558,3,179997.8,59999.27,59999.63,943.5164,944.9191
559,3,179997.8,59999.27,59999.63,943.5164,944.9191
560,3,179997.8,59999.27,59999.63,943.5164,944.9191
561,3,179997.8,59999.27,59999.63,943.5164,944.9191
562,3,179997.8,59999.27,59999.63,943.5164,944.9191
563,3,179997.8,59999.27,59999.63,943.5164,944.9191
564,3,179997.8,59999.27,59999.63,943.5164,944.9191
565,3,179997.8,59999.27,59999.63,943.5164,944.9191
566,3,179997.8,59999.27,59999.63,943.5164,944.9191
567,3,179997.8,59999.27,59999.63,943.5164,944.9191
568,3,179997.8,59999.27,59999.63,943.5164,944.9191
569,3,179997.8,59999.27,59999.63,943.5164,944.9191
570,3,179997.8,59999.27,59999.63,943.5164,944.9191
571,3,179997.8,59999.27,59999.63,943.5164,944.9191
572,3,179997.8,59999.27,59999.63,943.5164,944.9191
573,3,179997.8,59999.27,59999.63,943.5164,944.9191
574,3,179997.8,59999.27,59999.63,943.5164,944.9191
575,3,179997.8,59999.27,59999.63,943.5164,944.9191
576,3,179997.8,59999.27,59999.63,943.5164,944.9191
577,3,179997.8,59999.27,59999.63,943.5164,944.9191
578,3,179997.8,59999.27,59999.63,943.5164,944.9191
579,3,179997.8,59999.27,59999.63,943.5164,944.9191
580,3,179997.8,59999.27,59999.63,943.5164,944.9191
581,3,179997.8,59999.27,59999.63,943.5164,944.9191
582,3,179997.8,59999.27,59999.63,943.5164,944.9191
583,3,179997.8,59999.27,59999.63,943.5164,944.9191
584,3,179997.8,59999.27,59999.63,943.5164,944.9191
585,3,179997.8,59999.27,59999.63,943.5164,944.9191
586,3,179997.8,59999.27,59999.63,943.5164,944.9191
587,3,179997.8,59999.27,59999.63,943.5164,944.9191
588,3,179997.8,59999.27,59999.63,943.5164,944.9191
589,3,179997.8,59999.27,59999.63,943.5164,944.9191
590,3,179997.8,59999.27,59999.63,943.5164,944.9191
591,3,179997.8,59999.27,59999.63,943.5164,944.9191
592,3,179997.8,59999.27,59999.63,943.5164,944.9191
593,3,179997.8,59999.27,59999.63,943.5164,944.9191
594,3,179997.8,59999.27,59999.63,943.5164,944.9191
595,3,179997.8,59999.27,59999.63,943.5164,944.9191
596,3,179997.8,59999.27,59999.63,943.5164,944.9191
597,3,179997.8,59999.27,59999.63,943.5164,944.9191
598,3,179997.8,59999.27,59999.63,943.5164,944.9191
599,3,179997.8,59999.27,59999.63,943.5164,944.9191
600,3,179997.8,59999.27,59999.63,943.5164,944.9191
601,3,179997.8,59999.27,59999.63,943.5164,944.9191
602,3,179997.8,59999.27,59999.63,943.5164,944.9191
603,2,119998.7,59999.36,59999.63,943.5764,944.9191
604,2,119998.7,59999.36,59999.63,943.5764,944.9191
605,2,119998.7,59999.36,59999.63,943.5764,944.9191
606,2,119998.7,59999.36,59999.63,943.5764,944.9191
607,2,119998.7,59999.36,59999.63,943.5764,944.9191
608,2,119998.7,59999.36,59999.63,943.5764,944.9191
609,2,119998.7,59999.36,59999.63,943.5764,944.9191
610,2,119998.7,59999.36,59999.63,943.5764,944.9191
611,2,119998.7,59999.36,59999.63,943.5764,944.9191
612,2,119998.7,59999.36,59999.63,943.5764,944.9191
613,2,119998.7,59999.36,59999.63,943.5764,944.9191
614,2,119998.7,59999.36,59999.63,943.5764,944.9191
615,2,119998.7,59999.36,59999.63,943.5764,944.9191
616,2,119998.7,59999.36,59999.63,943.5764,944.9191
617,2,119998.7,59999.36,59999.63,943.5764,944.9191
618,2,119998.7,59999.36,59999.63,943.5764,944.9191
619,2,119998.7,59999.36,59999.63,943.5764,944.9191
620,2,119998.7,59999.36,59999.63,943.5764,944.9191
621,2,119998.7,59999.36,59999.63,943.5764,944.9191
622,2,119998.7,59999.36,59999.63,943.5764,944.9191
623,2,119998.7,59999.36,59999.63,943.5764,944.9191
624,2,119998.7,59999.36,59999.63,943.5764,944.9191
625,2,119998.7,59999.36,59999.63,943.5764,944.9191
