Time Lapsed (s), Asteroids in Universe, Total Mass (kg), Average Mass (kg), Most Massive (kg), Average Radius (km), Largest Radius (km)
677,3,144590.1,48196.7,58820.11,875.2231,935.2654
678,3,145490.1,48496.71,59120.13,877.0632,936.8522
679,3,146390.1,48796.69,59420.07,878.8955,938.4341
680,3,147290.1,49096.69,59720.07,880.72,940.0115
681,3,148165.1,49388.38,59995.11,882.4929,941.451
682,3,148765.1,49588.37,59995.11,883.7798,941.451
683,3,149365.1,49788.37,59995.11,885.0613,941.451
684,3,149965.1,49988.36,59995.11,886.3369,941.451
685,3,150565.1,50188.36,59995.11,887.6069,941.451
686,3,151165.1,50388.36,59995.11,888.8713,941.451
687,3,151765.1,50588.36,59995.11,890.1299,941.451
688,3,152365.1,50788.36,59995.11,891.3835,941.451
689,3,152955.1,50985.03,59995.11,892.6107,941.451
690,3,153555.1,51185.03,59995.11,893.8533,941.451
691,3,154155.1,51385.03,59995.11,895.0908,941.451
692,3,154755.1,51585.03,59995.11,896.3229,941.451
693,3,155355.1,51785.03,59995.11,897.5497,941.451
694,3,155955.1,51985.02,59995.11,898.7714,941.451
695,3,156555,52185.02,59995.11,899.9881,941.451
696,3,157155,52385.01,59995.11,901.2,941.451
697,3,157755,52585.01,59995.11,902.4067,941.451
698,3,158355,52785.01,59995.11,903.6081,941.451
699,3,158955,52985.01,59995.11,904.8054,941.451
