Time Lapsed (s), Asteroids in Universe, Total Mass (kg), Average Mass (kg), Most Massive (kg), Average Radius (km), Largest Radius (km)
484,2,119998.7,59999.36,59999.63,942.6437,944.0909
485,2,119998.7,59999.36,59999.63,942.6437,944.0909
486,2,119998.7,59999.36,59999.63,942.6437,944.0909
487,2,119998.7,59999.36,59999.63,942.6437,944.0909
488,2,119998.7,59999.36,59999.63,942.6437,944.0909
489,2,119998.7,59999.36,59999.63,942.6437,944.0909
490,2,119998.7,59999.36,59999.63,942.6437,944.0909
491,2,119998.7,59999.36,59999.63,942.6437,944.0909
492,2,119998.7,59999.36,59999.63,942.6437,944.0909
493,2,119998.7,59999.36,59999.63,942.6437,944.0909
494,2,119998.7,59999.36,59999.63,942.6437,944.0909
495,2,119998.7,59999.36,59999.63,942.6437,944.0909
496,2,119998.7,59999.36,59999.63,942.6437,944.0909
497,2,119998.7,59999.36,59999.63,942.6437,944.0909
498,2,119998.7,59999.36,59999.63,942.6437,944.0909
499,2,119998.7,59999.36,59999.63,942.6437,944.0909
500,2,119998.7,59999.36,59999.63,942.6437,944.0909
501,2,119998.7,59999.36,59999.63,942.6437,944.0909
502,2,119998.7,59999.36,59999.63,942.6437,944.0909
503,2,119998.7,59999.36,59999.63,942.6437,944.0909
504,2,119998.7,59999.36,59999.63,942.6437,944.0909
