Time Lapsed (s), Asteroids in Universe, Total Mass (kg), Average Mass (kg), Most Massive (kg), Average Radius (km), Largest Radius (km)
204,15,244665.1,16311,59999.09,588.3171,942.7916
205,15,250643.1,16709.54,59999.09,594.2907,942.7916
206,14,245844.2,17560.3,59999.09,604.8595,942.7916
207,14,251330.1,17952.15,59999.09,610.4085,942.7916
208,14,256920.1,18351.44,59999.09,615.9407,942.7916
209,14,262497.2,18749.8,59999.09,621.3453,942.7916
210,14,268061.3,19147.23,59999.09,626.6293,942.7916
211,14,273677.2,19548.37,59999.09,631.8574,942.7916
212,14,279241.4,19945.81,59999.09,636.9395,942.7916
213,14,284688.3,20334.88,59999.09,641.8247,942.7916
214,14,290291.3,20735.1,59999.09,646.7604,942.7916
215,14,295894.3,21135.31,59999.09,651.6108,942.7916
216,14,301536.4,21538.32,59999.09,656.4103,942.7916
217,14,307139.4,21938.53,59999.09,661.097,942.7916
218,14,312755.4,22339.67,59999.09,665.7194,942.7916
219,13,299499.4,23038.42,59999.09,672.3682,942.7916
220,13,304635.4,23433.49,59999.09,676.7778,942.7916
221,13,309855.4,23835.03,59999.09,681.192,942.7916
222,13,315039.4,24233.8,59999.09,685.5092,942.7916
223,13,320043.4,24618.72,59999.09,689.6173,942.7916
224,13,325275.3,25021.18,59999.09,693.8549,942.7916
225,13,330483.4,25421.8,59999.09,698.0142,942.7916
226,13,335559.3,25812.26,59999.09,702.0139,942.7916
227,13,340551.4,26196.26,59999.09,705.8973,942.7916
228,12,319517.4,26626.45,59999.09,709.2045,942.7916
229,12,324049.4,27004.12,59999.09,712.9553,942.7916
230,12,328713.4,27392.78,59999.09,716.768,942.7916
231,12,333388.4,27782.37,59999.09,720.5439,942.7916
232,12,338085.5,28173.79,59999.09,724.2908,942.7916
233,12,342771.5,28564.29,59999.09,727.9863,942.7916
234,12,347479.4,28956.62,59999.09,731.6558,942.7916
235,12,352154.4,29346.2,59999.09,735.2579,942.7916
236,11,333142.5,30285.68,59999.09,742.9019,942.7916
237,11,337432.5,30675.68,59999.09,746.4037,942.7916
238,11,341582.4,31052.95,59999.09,749.7527,942.7916
239,8,241839.5,30229.94,59999.09,742.4307,942.7916
240,7,217202.3,31028.91,59999.09,748.5285,942.7916
241,7,219794.3,31399.19,59999.09,751.8873,942.7916
242,7,222386.2,31769.46,59999.09,755.2086,942.7916
243,7,224936.3,32133.75,59999.09,758.4443,942.7916
244,7,227546.3,32506.61,59999.09,761.721,942.7916
245,7,229994.2,32856.32,59999.09,764.7621,942.7916
246,7,232484.2,33212.03,59999.09,767.8272,942.7916
247,7,235064.1,33580.59,59999.09,770.9719,942.7916
248,7,237584.3,33940.61,59999.09,774.0117,942.7916
249,7,240170.2,34310.02,59999.09,777.1038,942.7916
250,7,242792.2,34684.61,59999.09,780.2082,942.7916
251,7,245384.3,35054.91,59999.09,783.2475,942.7916
252,7,247988.3,35426.9,59999.09,786.272,942.7916
253,7,250604.3,35800.62,59999.09,789.2831,942.7916
254,7,253214.3,36173.48,59999.09,792.2591,942.7916
255,7,255830.2,36547.17,59999.09,795.2155,942.7916
256,7,258434.1,36919.15,59999.09,798.1331,942.7916
257,7,261014,37287.72,59999.09,800.9984,942.7916
258,7,263612,37658.86,59999.09,803.8594,942.7916
259,7,266222,38031.71,59999.09,806.7088,942.7916
260,7,268843.9,38406.28,59999.09,809.5464,942.7916
261,7,271436,38776.57,59999.09,812.3282,942.7916
262,7,274057.9,39151.13,59999.09,815.1186,942.7916
263,6,241833.1,40305.51,59999.09,822.5637,942.7916
264,6,244018,40669.68,59999.09,825.2199,942.7916
265,6,246208.1,41034.68,59999.09,827.8618,942.7916
266,6,248373,41395.5,59999.09,830.4527,942.7916
267,6,250543,41757.17,59999.09,833.0288,942.7916
268,6,252718,42119.68,59999.09,835.5918,942.7916
269,6,254898,42483,59999.09,838.1416,942.7916
270,6,257083,42847.17,59999.09,840.6774,942.7916
271,6,259243,43207.18,59999.09,843.1684,942.7916
272,6,261438,43573,59999.09,845.6779,942.7916
273,6,263603,43933.83,59999.09,848.1363,942.7916
274,6,265763.1,44293.84,59999.09,850.574,942.7916
275,6,267898,44649.67,59999.09,852.9643,942.7916
276,6,270048,45008,59999.09,855.3543,942.7916
277,6,272233,45372.17,59999.09,857.7693,942.7916
278,6,274378.1,45729.68,59999.09,860.124,942.7916
279,6,276518,46086.33,59999.09,862.454,942.7916
280,6,278687.9,46447.98,59999.09,864.8032,942.7916
281,6,280878,46813,59999.09,867.1585,942.7916
282,6,283042.9,47173.81,59999.09,869.4728,942.7916
283,6,285233.1,47538.84,59999.09,871.7947,942.7916
284,6,287393,47898.84,59999.09,874.0773,942.7916
285,6,289577.9,48262.98,59999.09,876.3621,942.7916
286,6,291737.9,48622.99,59999.09,878.6127,942.7916
287,6,293907.9,48984.66,59999.09,880.8599,942.7916
288,6,296097.9,49349.64,59999.09,883.1097,942.7916
289,6,298277.8,49712.96,59999.09,885.342,942.7916
290,6,300457.8,50076.31,59999.09,887.5537,942.7916
291,6,302617.8,50436.3,59999.09,889.7366,942.7916
292,6,304807.8,50801.3,59999.09,891.9333,942.7916
293,6,307002.7,51167.11,59999.09,894.1265,942.7916
294,6,309177.6,51529.61,59999.09,896.2773,942.7916
295,6,311362.5,51893.75,59999.09,898.4266,942.7916
296,6,313507.7,52251.29,59999.09,900.5257,942.7916
297,6,315682.8,52613.8,59999.09,902.6536,942.7916
298,6,317842.4,52973.73,59999.09,904.7487,942.7916
299,6,320022.5,53337.09,59999.09,906.8508,942.7916
300,6,322212.7,53702.12,59999.09,908.9503,942.7916
301,6,324392.1,54065.36,59999.09,911.0289,942.7916
302,6,326592.4,54432.06,59999.09,913.1086,942.7916
303,6,328757.3,54792.89,59999.09,915.1486,942.7916
304,6,330942.2,55157.03,59999.09,917.1972,942.7916
305,6,333136.8,55522.8,59999.09,919.2505,942.7916
306,6,335307.1,55884.52,59999.09,921.2636,942.7916
307,6,337481.7,56246.95,59999.09,923.2734,942.7916
308,6,339661.9,56610.31,59999.09,925.28,942.7916
309,6,341827.2,56971.2,59999.09,927.2527,942.7916
310,6,344012.6,57335.44,59999.09,929.238,942.7916
311,6,346162.7,57693.78,59999.09,931.1724,942.7916
312,6,348337.3,58056.22,59999.09,933.1223,942.7916
313,6,350512.3,58418.71,59999.09,935.0782,942.7916
314,5,293558.3,58711.66,59999.09,936.7116,942.7916
315,5,295254.3,59050.85,59999.09,938.5205,942.7916
316,4,237898.4,59474.61,59999.63,940.5849,944.0909
317,4,238336.4,59584.11,59999.63,941.1752,944.0909
318,4,238771.4,59692.86,59999.63,941.7616,944.0909
319,4,239208.5,59802.13,59999.63,942.3416,944.0909
320,4,239650.6,59912.65,59999.63,942.9256,944.0909
321,4,239997.4,59999.36,59999.63,943.3842,945.4575
322,4,239997.4,59999.36,59999.63,943.3842,945.4575
323,4,239997.4,59999.36,59999.63,943.3842,945.4575
324,4,239997.4,59999.36,59999.63,943.3842,945.4575
325,4,239997.4,59999.36,59999.63,943.3842,945.4575
326,4,239997.4,59999.36,59999.63,943.3842,945.4575
327,4,239997.4,59999.36,59999.63,943.3842,945.4575
328,4,239997.4,59999.36,59999.63,943.3842,945.4575
329,4,239997.4,59999.36,59999.63,943.3842,945.4575
330,4,239997.4,59999.36,59999.63,943.3842,945.4575
331,4,239997.4,59999.36,59999.63,943.3842,945.4575
332,4,239997.4,59999.36,59999.63,943.3842,945.4575
333,4,239997.4,59999.36,59999.63,943.3842,945.4575
334,4,239997.4,59999.36,59999.63,943.3842,945.4575
335,4,239997.4,59999.36,59999.63,943.3842,945.4575
336,4,239997.4,59999.36,59999.63,943.3842,945.4575
337,4,239997.4,59999.36,59999.63,943.3842,945.4575
338,3,179997.8,59999.27,59999.63,942.6931,944.0909
339,3,179997.8,59999.27,59999.63,942.6931,944.0909
340,3,179997.8,59999.27,59999.63,942.6931,944.0909
341,3,179997.8,59999.27,59999.63,942.6931,944.0909
342,3,179997.8,59999.27,59999.63,942.6931,944.0909
343,3,179997.8,59999.27,59999.63,942.6931,944.0909
344,3,179997.8,59999.27,59999.63,942.6931,944.0909
345,3,179997.8,59999.27,59999.63,942.6931,944.0909
346,3,179997.8,59999.27,59999.63,942.6931,944.0909
347,3,179997.8,59999.27,59999.63,942.6931,944.0909
348,3,179997.8,59999.27,59999.63,942.6931,944.0909
349,3,179997.8,59999.27,59999.63,942.6931,944.0909
350,3,179997.8,59999.27,59999.63,942.6931,944.0909
351,3,179997.8,59999.27,59999.63,942.6931,944.0909
352,3,179997.8,59999.27,59999.63,942.6931,944.0909
353,3,179997.8,59999.27,59999.63,942.6931,944.0909
354,3,179997.8,59999.27,59999.63,942.6931,944.0909
355,3,179997.8,59999.27,59999.63,942.6931,944.0909
356,3,179997.8,59999.27,59999.63,942.6931,944.0909
357,3,179997.8,59999.27,59999.63,942.6931,944.0909
358,3,179997.8,59999.27,59999.63,942.6931,944.0909
359,3,179997.8,59999.27,59999.63,942.6931,944.0909
360,3,179997.8,59999.27,59999.63,942.6931,944.0909
361,3,179997.8,59999.27,59999.63,942.6931,944.0909
362,3,179997.8,59999.27,59999.63,942.6931,944.0909
363,3,179997.8,59999.27,59999.63,942.6931,944.0909
364,3,179997.8,59999.27,59999.63,942.6931,944.0909
365,2,119998.7,59999.36,59999.63,942.6437,944.0909
366,2,119998.7,59999.36,59999.63,942.6437,944.0909
367,2,119998.7,59999.36,59999.63,942.6437,944.0909
368,2,119998.7,59999.36,59999.63,942.6437,944.0909
369,2,119998.7,59999.36,59999.63,942.6437,944.0909
370,2,119998.7,59999.36,59999.63,942.6437,944.0909
371,2,119998.7,59999.36,59999.63,942.6437,944.0909
372,2,119998.7,59999.36,59999.63,942.6437,944.0909
373,2,119998.7,59999.36,59999.63,942.6437,944.0909
374,2,119998.7,59999.36,59999.63,942.6437,944.0909
375,2,119998.7,59999.36,59999.63,942.6437,944.0909
376,2,119998.7,59999.36,59999.63,942.6437,944.0909
377,2,119998.7,59999.36,59999.63,942.6437,944.0909
378,2,119998.7,59999.36,59999.63,942.6437,944.0909
379,2,119998.7,59999.36,59999.63,942.6437,944.0909
380,2,119998.7,59999.36,59999.63,942.6437,944.0909
381,2,119998.7,59999.36,59999.63,942.6437,944.0909
382,2,119998.7,59999.36,59999.63,942.6437,944.0909
383,2,119998.7,59999.36,59999.63,942.6437,944.0909
384,2,119998.7,59999.36,59999.63,942.6437,944.0909
385,2,119998.7,59999.36,59999.63,942.6437,944.0909
386,2,119998.7,59999.36,59999.63,942.6437,944.0909
387,2,119998.7,59999.36,59999.63,942.6437,944.0909
388,2,119998.7,59999.36,59999.63,942.6437,944.0909
389,2,119998.7,59999.36,59999.63,942.6437,944.0909
390,2,119998.7,59999.36,59999.63,942.6437,944.0909
391,2,119998.7,59999.36,59999.63,942.6437,944.0909
392,2,119998.7,59999.36,59999.63,942.6437,944.0909
393,2,119998.7,59999.36,59999.63,942.6437,944.0909
394,2,119998.7,59999.36,59999.63,942.6437,944.0909
395,2,119998.7,59999.36,59999.63,942.6437,944.0909
396,2,119998.7,59999.36,59999.63,942.6437,944.0909
397,2,119998.7,59999.36,59999.63,942.6437,944.0909
398,2,119998.7,59999.36,59999.63,942.6437,944.0909
399,2,119998.7,59999.36,59999.63,942.6437,944.0909
400,2,119998.7,59999.36,59999.63,942.6437,944.0909
401,2,119998.7,59999.36,59999.63,942.6437,944.0909
402,2,119998.7,59999.36,59999.63,942.6437,944.0909
403,2,119998.7,59999.36,59999.63,942.6437,944.0909
404,2,119998.7,59999.36,59999.63,942.6437,944.0909
405,2,119998.7,59999.36,59999.63,942.6437,944.0909
406,2,119998.7,59999.36,59999.63,942.6437,944.0909
407,2,119998.7,59999.36,59999.63,942.6437,944.0909
408,2,119998.7,59999.36,59999.63,942.6437,944.0909
409,2,119998.7,59999.36,59999.63,942.6437,944.0909
410,2,119998.7,59999.36,59999.63,942.6437,944.0909
411,2,119998.7,59999.36,59999.63,942.6437,944.0909
412,2,119998.7,59999.36,59999.63,942.6437,944.0909
413,2,119998.7,59999.36,59999.63,942.6437,944.0909
414,2,119998.7,59999.36,59999.63,942.6437,944.0909
415,2,119998.7,59999.36,59999.63,942.6437,944.0909
416,2,119998.7,59999.36,59999.63,942.6437,944.0909
417,2,119998.7,59999.36,59999.63,942.6437,944.0909
418,2,119998.7,59999.36,59999.63,942.6437,944.0909
419,2,119998.7,59999.36,59999.63,942.6437,944.0909
420,2,119998.7,59999.36,59999.63,942.6437,944.0909
421,2,119998.7,59999.36,59999.63,942.6437,944.0909
422,2,119998.7,59999.36,59999.63,942.6437,944.0909
423,2,119998.7,59999.36,59999.63,942.6437,944.0909
424,2,119998.7,59999.36,59999.63,942.6437,944.0909
425,2,119998.7,59999.36,59999.63,942.6437,944.0909
426,2,119998.7,59999.36,59999.63,942.6437,944.0909
427,2,119998.7,59999.36,59999.63,942.6437,944.0909
428,2,119998.7,59999.36,59999.63,942.6437,944.0909
429,2,119998.7,59999.36,59999.63,942.6437,944.0909
430,2,119998.7,59999.36,59999.63,942.6437,944.0909
431,2,119998.7,59999.36,59999.63,942.6437,944.0909
432,2,119998.7,59999.36,59999.63,942.6437,944.0909
433,2,119998.7,59999.36,59999.63,942.6437,944.0909
434,2,119998.7,59999.36,59999.63,942.6437,944.0909
435,2,119998.7,59999.36,59999.63,942.6437,944.0909
436,2,119998.7,59999.36,59999.63,942.6437,944.0909
437,2,119998.7,59999.36,59999.63,942.6437,944.0909
438,2,119998.7,59999.36,59999.63,942.6437,944.0909
439,2,119998.7,59999.36,59999.63,942.6437,944.0909
440,2,119998.7,59999.36,59999.63,942.6437,944.0909
441,2,119998.7,59999.36,59999.63,942.6437,944.0909
442,2,119998.7,59999.36,59999.63,942.6437,944.0909
443,2,119998.7,59999.36,59999.63,942.6437,944.0909
444,2,119998.7,59999.36,59999.63,942.6437,944.0909
445,2,119998.7,59999.36,59999.63,942.6437,944.0909
446,2,119998.7,59999.36,59999.63,942.6437,944.0909
447,2,119998.7,59999.36,59999.63,942.6437,944.0909
448,2,119998.7,59999.36,59999.63,942.6437,944.0909
449,2,119998.7,59999.36,59999.63,942.6437,944.0909
450,2,119998.7,59999.36,59999.63,942.6437,944.0909
451,2,119998.7,59999.36,59999.63,942.6437,944.0909
452,2,119998.7,59999.36,59999.63,942.6437,944.0909
453,2,119998.7,59999.36,59999.63,942.6437,944.0909
454,2,119998.7,59999.36,59999.63,942.6437,944.0909
455,2,119998.7,59999.36,59999.63,942.6437,944.0909
456,2,119998.7,59999.36,59999.63,942.6437,944.0909
457,2,119998.7,59999.36,59999.63,942.6437,944.0909
458,2,119998.7,59999.36,59999.63,942.6437,944.0909
459,2,119998.7,59999.36,59999.63,942.6437,944.0909
460,2,119998.7,59999.36,59999.63,942.6437,944.0909
461,2,119998.7,59999.36,59999.63,942.6437,944.0909
462,2,119998.7,59999.36,59999.63,942.6437,944.0909
463,2,119998.7,59999.36,59999.63,942.6437,944.0909
464,2,119998.7,59999.36,59999.63,942.6437,944.0909
465,2,119998.7,59999.36,59999.63,942.6437,944.0909
466,2,119998.7,59999.36,59999.63,942.6437,944.0909
467,2,119998.7,59999.36,59999.63,942.6437,944.0909
468,2,119998.7,59999.36,59999.63,942.6437,944.0909
469,2,119998.7,59999.36,59999.63,942.6437,944.0909
470,2,119998.7,59999.36,59999.63,942.6437,944.0909
471,2,119998.7,59999.36,59999.63,942.6437,944.0909
472,2,119998.7,59999.36,59999.63,942.6437,944.0909
473,2,119998.7,59999.36,59999.63,942.6437,944.0909
474,2,119998.7,59999.36,59999.63,942.6437,944.0909
475,2,119998.7,59999.36,59999.63,942.6437,944.0909
476,2,119998.7,59999.36,59999.63,942.6437,944.0909
477,2,119998.7,59999.36,59999.63,942.6437,944.0909
478,2,119998.7,59999.36,59999.63,942.6437,944.0909
479,2,119998.7,59999.36,59999.63,942.6437,944.0909
480,2,119998.7,59999.36,59999.63,942.6437,944.0909
481,2,119998.7,59999.36,59999.63,942.6437,944.0909
482,2,119998.7,59999.36,59999.63,942.6437,944.0909
483,2,119998.7,59999.36,59999.63,942.6437,944.0909
